"Type of Project Owner","Administration","Type of External Services","Region","Divisional","Budgetary year","Project description","Type of service","Provisionary amount of contract","Project owner","Method of tendering","Launching date","Date of attribution of contract","Date of signing of contract","Date of start-off of work","Date of receipt of services"
"4","0","0","5","29","2016","Construction d'un bloc de deux (02) alles de classe au GBPS NKAPA VILLAGE","BEC","18 000 000","COMMUNE DE DIBOMBARI","AONO","11/01/2016","18/02/2016","04/03/2016","24/03/2016","24/06/2016"
"4","0","0","5","29","2016","Construction d'un hhall de vente de poissons a Dibombari","BEC","30 000 000","COMMUNE DE DIBOMBARI","AONO","11/01/2016","18/02/2016","04/03/2016","24/03/2016","24/06/2016"
"4","0","0","5","29","2016","Construction d'un forage équipé de PMH à BESSOUGKANG VILLAGE","AI","8 500 000","COMMUNE DE BONALEA","AONR","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de Bonalea","ROUTE","27 778 000","COMMUNE DE BONALEA","AONO","28/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","Collecte et valorisation de la jacinthe d'eau et des autres plantes aquatiques envahissantes","SPI","22 000 000","COMMUNE DE BONALEA","AONO","07/03/2016","14/04/2016","29/04/2016","09/05/2016","09/08/2016"
"4","0","0","5","29","2016","Acquisition d'un pick up","AG","25 000 000","DD MINMAP MOUNGO / COMMUNE DE  BARE BAKEM","AONO","29/01/2016","07/03/2016","21/03/2016","31/03/2016","31/05/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de Baré","ROUTE","27 778 000","DD MINMAP MOUNGO / COMMUNE DE  BARE BAKEM","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Entretien de la piste d'accès aux Chutes d'Ekom","ROUTE","20 000 000","DD MINMAP MOUNGO / COMMUNE DE  BARE BAKEM","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Construction d'un ponceau sur NKONIA-KONGO","AI","10 000 000","DD MINMAP MOUNGO / COMMUNE DE  BARE BAKEM","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"4","0","0","5","29","2016","Construction d'un ponceau sur la rivière NKONIA-MBE","AI","10 000 000","DD MINMAP MOUNGO / COMMUNE DE  BARE BAKEM","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"4","0","0","5","29","2016","Réhabilitation de la piste agricole de EBOUH-MBANLA Village","ROUTE","15 000 000","DD MINMAP MOUNGO / COMMUNE DE  BARE BAKEM","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Réhabilitation de la piste agricole de Melong II - EBOUKOU","ROUTE","15 000 000","DD MINMAP MOUNGO / COMMUNE DE  BARE BAKEM","AONO","01/02/2016","99 278 000","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Construction d'un forage équipé de PMH à Chefferie MOUNKO","AI","8 000 000","DD MINMAP MOUNGO / COMMUNE DE  BARE BAKEM","AONR","29/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","Construction d'un forage équipé de PMH à Chefferie NDOUEMBOT","AI","8 000 000","DD MINMAP MOUNGO / COMMUNE DE  BARE BAKEM","AONR","29/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","Construction d'un forage équipé de PMH à Chefferie SODOP","AI","8 000 000","DD MINMAP MOUNGO / COMMUNE DE  BARE BAKEM","AONR","15/01/2016","22/02/2016","07/03/2016","17/03/2016","17/06/2016"
"4","0","0","6","33","2016","FINITION DE LA CLOTURE DU CAMPEMENT D'HEBERGEMENT","BEC","12 000 000","DD MINMAP FARO / COMMUNE DE POLI","AONO","24/02/2016","18/04/2016","06/05/2016","25/05/2016","25/07/2016"
"4","0","0","6","33","2016","CONSTRUCTION DE LA TRIBUNE DE FETE DE POLI","BEC","15 000 000","DD MINMAP FARO / COMMUNE DE POLI","DC","15/01/2016","15/02/2016","29/02/2016","14/03/2016","28/04/2016"
"4","0","0","6","33","2016","EQUIPEMENT DE L'HOTEL DE VILLE DE POLI","AG","20 000 000","DD MINMAP FARO / COMMUNE DE POLI","DC","05/02/2016","08/03/2016","29/03/2016","18/04/2016","17/06/2016"
"4","0","0","6","33","2016","CSI DE WANGAI :EQUIPEMENT EN MATERIELS MEDICAL","AG","8 000 000","DD MINMAP FARO / COMMUNE DE POLI","DC","25/01/2016","25/02/2016","11/03/2016","28/03/2016","28/04/2016"
"4","0","0","6","33","2016","CSI DE TCHAMBA :EQUIPEMENT EN MATERIELS MEDICAL","AG","8 000 000","DD MINMAP FARO / COMMUNE DE POLI","DC","25/01/2016","25/02/2016","11/03/2016","28/03/2016","28/04/2016"
"4","0","0","6","33","2016","CSI DE BIMBA:EQUIPEMENT EN MATERIELS MEDICAL","AG","8 000 000","DD MINMAP FARO / COMMUNE DE POLI","DC","25/01/2016","25/02/2016","11/03/2016","28/03/2016","28/04/2016"
"4","0","0","6","33","2016","COMMUNE DE POLI :ENTRETIEN ROUTIER","AI","27 778 000","DD MINMAP FARO / COMMUNE DE POLI","AONO","27/01/2016","21/03/2016","08/04/2016","27/04/2016","27/06/2016"
"4","0","0","6","33","2016","ACHEVEMENT DE LA CONSTRUCTION DE LA CASE COMMUNAUTAIRE DE POLI","BEC","12 000 000","DD MINMAP FARO / COMMUNE DE POLI","AONO","10/02/2016","04/04/2016","22/04/2016","11/05/2016","11/07/2016"
"4","0","0","6","33","2016","CONSTRUCTION D'UN DALOT SIMPLE DE 3mx3.5m SUR LA PISTE AGRICOLE DOLE-KITO-KIMILA","AI","20 000 000","DD MINMAP FARO / COMMUNE DE POLI","DC","05/02/2016","08/03/2016","29/03/2016","18/04/2016","17/06/2016"
"4","0","0","6","33","2016","PATE MANGA: CONSTRUCTION D'UN FORAGE EQUIPE DE PMH","AI","8 000 000","DR MINMAP / COMMUNE DE POLI","AONO","03/02/2016","28/03/2016","15/04/2016","04/05/2016","04/07/2016"
"4","0","0","6","33","2016","BOULE TETE: CONSTRUCTION D'UN FORAGE EQUIPE DE PMH","AI","8 000 000","DR MINMAP / COMMUNE DE POLI","AONR","03/02/2016","06/04/2016","26/04/2016","09/05/2016","08/07/2016"
"4","0","0","6","33","2016","EP PINTCHOUMBA :CONSTRUCTION D'UN (01) BLOC DE DEUX (02) SALLES DE CLASSE.","BEC","20 000 000","DD MINMAP FARO / COMMUNE DE POLI","AONO","04/03/2016","11/04/2016","25/04/2016","12/05/2016","12/08/2016"
"4","0","0","6","33","2016","EP WATE:REHABILITATION DES SALLES DE CLASSE","BEC","8 761 000","DD MINMAP FARO / COMMUNE DE POLI","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","03/06/2016"
"4","0","0","6","33","2016","EPB POLI :REHABILITATION DES SALLES DE CLASSE","BEC","8 751 000","DD MINMAP FARO / COMMUNE DE POLI","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","03/06/2016"
"4","0","0","6","33","2016","EP OURO-BAI :CONSTRUCTION D'UN (01) BLOC DE DEUX (02) SALLES DE CLASSE.","BEC","20 000 000","DD MINMAP FARO / COMMUNE DE POLI","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"4","0","0","6","33","2016","GBPS POLI :CONSTRUCTION D'UN (01) BLOC DE DEUX (02) SALLES DE CLASSE.","BEC","19 000 000","DD MINMAP FARO / COMMUNE DE POLI","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"4","0","0","6","33","2016","REHABILITATION PISTE AGRICOLE:LOUGGA-WOURO DONKA","ROUTE","15 000 000","DD MINMAP FARO / COMMUNE DE BEKA","AONO","27/01/2016","21/03/2016","08/04/2016","27/04/2016","27/06/2016"
"4","0","0","6","33","2016","WOURO DONKA:CONSTRUCTION D'UN FORAGE EQUIPE DE PMH","AI","8 000 000","DR MINMAP / COMMUNE DE POLI","AONR","10/02/2016","13/04/2016","03/05/2016","16/05/2016","16/08/2016"
"4","0","0","6","33","2016","LOWOL:CONSTRUCTION D'UN FORAGE EQUIPE DE PMH","AI","8 000 000","DR MINMAP / COMMUNE DE BEKA","AONR","10/02/2016","13/04/2016","03/05/2016","16/05/2016","16/08/2016"
"4","0","0","6","33","2016","MONT ALANTIKA:EQUIPEMENT DES BOUKAROUS","AG","10 000 000","DD MINMAP FARO / COMMUNE DE BEKA","AONO","22/01/2016","29/02/2016","14/03/2016","31/03/2016","30/06/2016"
"4","0","0","6","33","2016","COMMUNE DE BEKA:ENTRETIEN ROUTIER","ROUTE","27 778 000","DD MINMAP FARO / COMMUNE DE BEKA","AONO","27/01/2016","21/03/2016","08/04/2016","27/04/2016","27/07/2016"
"4","0","0","6","33","2016","CMA DE BEKA:EQUIPEMENT EN MATERIELS MEDICAL","AG","10 000 000","DD MINMAP FARO / COMMUNE DE BEKA","AONO","22/01/2016","29/02/2016","14/03/2016","31/03/2016","29/04/2016"
"4","0","0","6","33","2016","MONT ALANTIKA:ALIMENTATION DU SITE EN EAU POTABLE (forage chateau et reseau de distribution)","AI","25 000 000","DR MINMAP / COMMUNE DE BEKA","AONR","18/01/2016","18/03/2015","06/04/2015","18/04/2015","18/07/2015"
"4","0","0","6","33","2016","CONSTRUCTION DU CZV DE CZV DE BEKA","BEC","30 000 000","DD MINMAP FARO / COMMUNE DE BEKA","AONO","10/02/2016","04/04/2016","22/04/2016","11/05/2016","11/08/2016"
"4","0","0","6","33","2016","CSI DE DOLLA:EQUIPEMENT MATERIEL MEDICAL","AG","8 000 000","DD MINMAP FARO / COMMUNE DE BEKA","AONO","18/01/2016","25/02/2016","11/03/2016","28/03/2016","28/04/2016"
"4","0","0","6","33","2016","EPB BALKOSSA CONSTRUCTION D'UN (01) BLOC DE DEUX (02) SALLES DE CLASSE COMMUNE DE BEKA.","BEC","20 000 000","MINMAP / COMMUNE DE BEKA","AONO","05/02/2016","14/03/2016","28/03/2016","14/04/2016","14/07/2016"
"4","0","0","6","33","2016","EPB BEKA CONSTRUCTION D'UN (01) BLOC DE DEUX (02) SALLES DE CLASSE COMMUNE DE BEKA.","BEC","20 000 000","DD MINMAP FARO / COMMUNE DE BEKA","AONO","01/02/2016","10/03/2016","25/03/2016","11/04/2016","11/07/2016"
"4","0","0","6","31","2016","Appui àl'opération SAHEL VERT Commune Mayo oulo","AI","10 000 000","COMMUNE DE MAYO OULO","AONR","","","","",""
"4","0","0","6","31","2016","Extension du réseau électrique","AI","10 000 000","COMMUNE DE MAYO OULO","AONR","","","","",""
"4","0","0","6","31","2016","Appui àl'opération SAHEL VERT Commune Mayo oulo","AI","10 000 000","COMMUNE DE MAYO OULO","AONR","10/02/2016","13/04/2016","03/05/2016","13/05/2016","12/08/2016"
"4","0","0","6","31","2016","Extension du réseau électrique","AI","10 000 000","COMMUNE DE MAYO OULO","AONR","10/02/2016","13/04/2016","03/05/2016","13/05/2016","12/08/2016"
"4","0","0","6","31","2016","Réalisation d'un forage à SINTA","AI","8 000 000","DR MINMAP / COMMUNE DE MAYO OULO","AONR","10/02/2016","13/04/2016","03/05/2016","16/05/2016","16/08/2016"
"4","0","0","6","31","2016","Réalisation d'un forage à TCHAPKA","AI","8 000 000","DR MINMAP / COMMUNE DE MAYO OULO","AONR","10/02/2016","13/04/2016","03/05/2016","16/05/2016","16/08/2016"
"4","0","0","6","31","2016","Réalisation d'un forage à KOMBOM","AI","8 000 000","DR MINMAP / COMMUNE DE MAYO OULO","AONR","10/02/2016","13/04/2016","03/05/2016","16/05/2016","16/08/2016"
"4","0","0","6","31","2016","Réalisation d'un forage à EP PINA","AI","8 000 000","DR MINMAP / COMMUNE DE MAYO OULO","AONR","10/02/2016","13/04/2016","03/05/2016","16/05/2016","16/08/2016"
"4","0","0","6","31","2016","Construction d'une salle de classe EP WAWATCHI et MBARAM","BEC","16 000 000","COMMUNE DE MAYO OULO","AONO","01/02/2016","10/03/2016","25/03/2016","01/04/2016","01/07/2016"
"4","0","0","6","31","2016","construction d'un bloc de 02 salles de classe à EP WAFO","BEC","16 000 000","COMMUNE DE MAYO OULO","AONO","01/02/2016","10/03/2016","25/03/2016","01/04/2016","01/07/2016"
"4","0","0","6","31","2016","Construction d'un bloc de 02 salles de classe CES de MOUROUM","SPI","18 000 000","COMMUNE DE MAYO OULO","AONO","01/02/2016","10/03/2016","25/03/2016","01/04/2016","01/07/2016"
"4","0","0","6","31","2016","EPB MATRA - Construction d'un (01) bloc de deux (02) salles de classe COMMUNE DE MAYO OULO","BEC","20 000 000","COMMUNE DE MAYO OULO","AONO","01/02/2016","10/03/2016","25/03/2016","01/04/2016","01/07/2016"
"4","0","0","6","31","2016","GBNS MAYO-OULO- Construction des blocs maternels COMMUNE DE MAYO OULO","BEC","25 000 000","COMMUNE DE MAYO OULO","AONR","08/02/2016","17/03/2016","01/04/2016","15/04/2016","15/07/2016"
"4","0","0","6","31","2016","Commune de MAYO-OULO: Entretien routier","ROUTE","27 778 000","COMMUNE DE MAYO OULO","AONO","08/02/2016","17/03/2016","01/04/2016","08/04/2016","08/07/2016"
"4","0","0","6","31","2016","Réhabilitation piste agricole de Kombom- Godok","ROUTE","15 000 000","COMMUNE DE MAYO OULO","AONO","08/02/2016","17/03/2016","01/04/2016","08/04/2016","08/07/2016"
"4","0","0","6","31","2016","CEAC Mayo Oulo: Construction d'un forage équipé de PMH","AI","8 000 000","DR MINMAP / COMMUNE DE MAYO OULO","AONR","05/02/2016","08/04/2016","27/04/2016","09/05/2016","09/08/2016"
"4","0","0","6","31","2016","CES BIL. DE TOUBORO: Construction dun bloc de deux salles de classe","BEC","19 000 000","COMMUNE DE MAYO OULO","AONO","28/01/2016","07/03/2016","21/03/2016","29/03/2016","29/06/2016"
"4","0","0","6","31","2016","Construction du marché frontalier de Doumo","BEC","49 000 000","COMMUNE DE MAYO OULO","GG","","","","",""
"4","0","0","6","31","2016","EP SINTA : Construction des logements d'astreinte pour enseignant COMMUNE DE MAYO OULO","BEC","14 500 000","COMMUNE DE MAYO OULO","AONO","01/02/2016","25/03/2016","13/04/2016","22/04/2016","22/07/2016"
"4","0","0","6","31","2016","EPB DAZAL - Construction d'un (01) bloc de deux (02) salles de classe COMMUNE DE MAYO OULO","BEC","20 000 000","COMMUNE DE MAYO OULO","AONO","28/01/2016","07/03/2016","21/03/2016","29/03/2016","29/06/2016"
"4","0","0","6","31","2016","GBPS DOUMO - Construction d'un (01) bloc de deux (02) salles de classe COMMUNE DE MAYO OULO","BEC","20 000 000","COMMUNE DE MAYO OULO","AONO","28/01/2016","07/03/2016","21/03/2016","29/03/2016","29/06/2016"
"4","0","0","6","31","2016","Commune de GUIDER :Entretien routier","ROUTE","27 778 000","COMMUNE DE GUIDER","AONO","15/04/2016","08/06/2016","28/06/2016","11/07/2016","11/11/2016"
"4","0","0","6","31","2016","Kossel Djohi: Construction d'un forage équipé de PMH","AI","8 000 000","DR MINMAP / COMMUNE DE GUIDER","AONR","14/03/2016","13/05/2016","03/06/2016","15/06/2016","15/09/2016"
"4","0","0","6","31","2016","EP KERING-GUIDER - Construction d'un (01) bloc de deux (02) salles de classe COMMUNE DE GUIDER","BEC","20 000 000","COMMUNE DE GUIDER","AONO","10/03/2016","18/04/2016","02/05/2016","12/05/2016","12/08/2016"
"4","0","0","6","31","2016","Construction EPB OURO TARA","BEC","20 000 000","COMMUNE DE GUIDER","AONO","10/03/2016","18/04/2016","02/05/2016","12/05/2016","12/08/2016"
"4","0","0","6","31","2016","Construction CPC BEBERE","BEC","8 000 000","COMMUNE DE GUIDER","AONO","22/02/2016","31/03/2016","15/04/2016","25/04/2016","25/07/2016"
"4","0","0","6","31","2016","Construction batiment service d'hygiène","BEC","10 000 000","COMMUNE DE GUIDER","AONO","22/02/2016","31/03/2016","15/04/2016","25/04/2016","25/07/2016"
"4","0","0","6","31","2016","Construction de la cloture EP BALGA","BEC","8 000 000","COMMUNE DE GUIDER","AONO","22/02/2016","31/03/2016","15/04/2016","25/04/2016","25/07/2016"
"4","0","0","6","31","2016","construction immeuble commercial marché Guider deuxième phase","BEC","42 000 000","COMMUNE DE GUIDER","AONO","18/01/2016","25/02/2016","11/03/2016","21/03/2016","21/07/2016"
"4","0","0","6","31","2016","Achèvement construction Lamidat de Guider","BEC","10 000 000","COMMUNE DE GUIDER","AONO","18/01/2016","25/02/2016","11/03/2016","21/03/2016","21/07/2016"
"4","0","0","6","31","2016","construction de 01 salle de classe  EP OURO NIEBE MAYO LOUE","BEC","9 000 000","COMMUNE DE GUIDER","AONO","08/02/2016","17/03/2016","01/04/2016","11/04/2016","11/07/2016"
"4","0","0","6","31","2016","construction de 01 salle de classe  EP GUIRLAO LIBE","BEC","9 000 000","COMMUNE DE GUIDER","AONO","08/02/2016","17/03/2016","01/04/2016","11/04/2016","11/07/2016"
"4","0","0","6","31","2016","construction de 01 salle de classe  EP PAPARENKI LIBE","BEC","9 000 000","COMMUNE DE GUIDER","AONO","08/02/2016","17/03/2016","01/04/2016","11/04/2016","11/07/2016"
"4","0","0","6","31","2016","construction de 01 salle de classe  EP TIMOTE RIBAO GOLOMBE","BEC","9 000 000","COMMUNE DE GUIDER","AONO","08/02/2016","17/03/2016","01/04/2016","11/04/2016","11/07/2016"
"4","0","0","6","31","2016","construction de 01 salle de classe  EP TCHADA GAOULA MOUSGOY","BEC","9 000 000","COMMUNE DE GUIDER","AONO","04/02/2016","14/03/2016","28/03/2016","07/04/2016","07/07/2016"
"4","0","0","6","31","2016","construction de 01 salle de classe  EP MELEMLEM","BEC","9 000 000","COMMUNE DE GUIDER","AONO","04/02/2016","14/03/2016","28/03/2016","07/04/2016","07/07/2016"
"4","0","0","6","31","2016","construction de 01 salle de classe  EP OURO BARA","BEC","8 000 000","COMMUNE DE GUIDER","AONO","04/02/2016","14/03/2016","28/03/2016","07/04/2016","07/07/2016"
"4","0","0","6","31","2016","construction de 01 salle de classe  EP BEBERE GADA MAYO","BEC","9 000 000","COMMUNE DE GUIDER","AONO","04/02/2016","14/03/2016","28/03/2016","07/04/2016","07/07/2016"
"4","0","0","6","31","2016","construction de 01 salle de classe EP OURO SARGUERE GUIDER","BEC","9 000 000","COMMUNE DE GUIDER","AONO","04/02/2016","14/03/2016","28/03/2016","07/04/2016","07/07/2016"
"4","0","0","6","31","2016","construction de 02 salles de classe CETIC de SOUKOUNDOU","BEC","18 000 000","COMMUNE DE GUIDER","AONO","18/01/2016","25/02/2016","11/03/2016","21/03/2016","17/06/2016"
"4","0","0","6","31","2016","construction de 02 salles de classe CETIC de BISSOLI","BEC","18 000 000","COMMUNE DE GUIDER","AONO","18/01/2016","25/02/2016","11/03/2016","21/03/2016","17/06/2016"
"4","0","0","6","31","2016","CSI de Figuil : Construction","BEC","50 000 000","DR MINMAP NO / COMMUNE DE FIGUIL","AONO","16/03/2016","09/05/2016","30/05/2016","08/06/2016","07/10/2016"
"4","0","0","6","31","2016","Construction d'un forage équipé d'une pompe à energie solaire à la Mairie de Figuil","AI","15 000 000","DR MINMAP / COMMUNE DE FIGUIL","AONR","29/02/2016","14/04/2016","29/04/2016","06/05/2016","05/08/2016"
"4","0","0","6","31","2016","Amenagement d'une piste de collecte de (05) km de long à Guérémé 1","ROUTE","25 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","29/02/2016","07/04/2016","22/04/2016","29/04/2016","29/07/2016"
"4","0","0","6","31","2016","Construction d'un forage équipé d'une pompe à energie solaire à la Mairie de Figuil","AI","15 000 000","DR MINMAP / COMMUNE DE FIGUIL","AONR","29/02/2016","14/04/2016","29/04/2016","06/05/2016","05/08/2016"
"4","0","0","6","31","2016","Construction d'un bloc de deux (02) salles de classe à l'EP Badia","BEC","18 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","07/03/2016","14/04/2016","29/04/2016","06/05/2016","05/08/2016"
"4","0","0","6","31","2016","Construction d'un bloc de deux (02) salles de classe à l'EP Ouro Ngara","BEC","18 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","04/03/2016","11/04/2016","25/04/2016","03/05/2016","03/08/2016"
"4","0","0","6","31","2016","Construction d'un bloc de deux (02) salles de classe à l'EP Mariariakeu","BEC","18 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","07/03/2016","14/04/2016","29/04/2016","06/05/2016","05/08/2016"
"4","0","0","6","31","2016","Construction d'un bloc de deux (02) salles de classe à l'EP Nioua","BEC","18 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","04/03/2016","11/04/2016","25/04/2016","03/05/2016","03/08/2016"
"4","0","0","6","31","2016","Commune de FIGUIL: Entretien routier","ROUTE","27 778 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","07/03/2016","14/04/2016","29/04/2016","06/05/2016","05/08/2016"
"4","0","0","6","31","2016","SAR/SM: KOLE-FIGUIL Construction d'un bloc de 2 salles + 1 bureau directeur + 1 secrétariat","BEC","20 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","07/03/2016","14/04/2016","29/04/2016","06/05/2016","05/08/2016"
"4","0","0","6","31","2016","LT DE BIDZAR: Equipement de l'atelier MECA AUTO","AG","20 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","DC","14/03/2016","06/05/2016","25/05/2016","03/06/2016","02/09/2016"
"4","0","0","6","31","2016","Mizuké: Construction d'un forage équipé de PMH","AI","8 000 000","DR MINMAP / COMMUNE DE FIGUIL","AONR","04/03/2016","06/05/2016","25/05/2016","06/06/2016","06/09/2016"
"4","0","0","6","31","2016","Kongkong: Construction d'un forage équipé de PMH","AI","8 000 000","DR MINMAP / COMMUNE DE FIGUIL","AONR","19/02/2016","22/04/2016","11/05/2016","23/05/2016","23/08/2016"
"4","0","0","6","31","2016","CETIC DE KONG KONG: Construction d'un atelier d'électricité","BEC","25 000 000","DD MINMAP MAYO LOUTI / COMMUNE DE FIGUIL","AONO","19/02/2016","28/03/2016","11/04/2016","19/04/2016","19/07/2016"
